~/workspace/go/src/osdrv/liss/liss -src ./main.liss
[right]: collect 48754875
[right]: collect 48764876
[right]: collect 48774877
[right]: collect 48784878
[right]: collect 48794879
[right]: collect 48804880
[right]: collect 48814881
[right]: collect 48824882
[right]: collect 48834883
[right]: collect 55
[right]: collect 1212
[right]: collect 1313
[right]: collect 1414
[right]: collect 1515
[right]: collect 1616
[right]: collect 1717
[right]: collect 1818
[right]: collect 33
res1: 38146576084
